Country,Confirmed,Deaths,Recovered,GDP_2018,gini,Infant Mortality Rate,Population Density,Urban Population,Median Age
Spain,27404045,2.8074199963660487,15093583,0.30891752671542155,-0.19278123508632666,0.013962711834259197,0.0035691232866309755,0.9599127000817306,1.7119746604776553
Sri Lanka,166865,-0.23142698017487376,109389,0.10090410462414175,0.4404449453983357,0.05765070763789064,0.012947564263203858,-1.9675988331536398,0.42065663086022376
Sudan,586392,-0.19703864940642826,240835,0.031893558495627715,-0.6751903192408969,0.49648449781783316,0.0009492349166571743,-1.1648940579116835,-1.2228390431983254
Suriname,32247,-0.23181185685849612,17436,0.11704943186954933,-0.09844673153900815,0.18345787810314454,0.00015187758666514788,0.25164378075059257,-0.16630610987497238
Sweden,4973160,0.21740337904273138,0,0.41587742668039696,-1.1288234506369086,0.007415296515176402,0.0009492349166571743,1.337656123725004,1.2424044678894983
Switzerland,3696604,-0.024201956818172856,2957883,0.5336067732273863,-1.020451246053617,0.026071120500624982,0.008315297869916846,0.6766051323492751,1.4771895641835768
Syria,20946,-0.23155928153486893,0,0.16499332159743768,0.0,0.23996724171662834,0.003607092683297262,0.015554140973546356,-0.5184837543160901
Taiwan*,55593,-0.23169258517789437,42184,0.16499332159743768,0.0,0.23996724171662834,0.014077533507992557,0.0,0.0
Tajikistan,383026,-0.22861056485982473,264000,0.021446739815497915,-0.7110500241757296,0.3534442415815219,0.0025819189733075143,-1.5426374815549568,-0.988053946904247
Tanzania,49327,-0.23054497110823918,16729,0.01978594448557103,0.05619824599245741,0.23996724171662834,0.002543949576641227,-1.070458202000865,-1.4576241394924039
Thailand,366527,-0.22623114494597193,312360,0.1451172053550585,-0.2867101824468783,0.07832582649211497,0.005201807343281315,-0.40940721062513624,1.125011919742459
Timor-Leste,2487,-0.2325345029233183,0,0.054807929675572103,-1.510422613348037,0.4600531668631793,0.0033792763032995405,-1.2593299138225018,-1.1054464950512861
Togo,47390,-0.2312365463991231,28330,0.008162345782072328,0.8637886842123303,0.5567595062918361,0.00577134829327562,-0.7871506342684099,-1.3402315913453646
Trinidad and Tobago,14967,-0.23158333632759534,10531,0.2478759343255599,0.0,0.17812366364756504,0.010365645289896343,-0.362189282669727,0.6554417271543023
Tunisia,126590,-0.2272725170144189,85410,0.09320842296856734,-0.40001688901180027,0.16341978608560323,0.00288567414663781,0.4877334205276382,0.30326408271318456
Turkey,17903345,0.2345855170305909,13345389,0.21659736929068155,0.2873236676645952,0.08957544840757439,0.004176633633291567,0.7710409882600936,0.1858715345661453
US,224345948,10.80401588166715,56353416,0.16499332159743768,0.0,0.23996724171662834,0.014077533507992557,0.0,0.0
Uganda,56688,-0.2325284892251367,39767,0.010256427217495,0.5031994290342916,0.401762420525437,0.008694991836579716,-1.589855409510366,-1.5750166876394431
Ukraine,3214085,-0.1470918791591551,1387463,0.06741969041165342,-2.051306496115093,0.0714887382114613,0.0028477047499715228,0.440515492572229,1.2424044678894983
United Arab Emirates,3658838,-0.20708954363394128,2402874,0.5892078861757815,-0.9336790256461481,0.061774688038017125,0.004480388806621863,1.2432202678141855,0.30326408271318456
United Kingdom,26748587,3.774367538400556,126217,0.3585245335833982,-0.3773266751505593,0.027432961295764696,0.01066940046322664,1.1015664839479578,1.125011919742459
Uruguay,94742,-0.23007289580098364,72759,0.18095305156062702,0.002213025517647582,0.05754170418164996,0.0007593879333257394,1.7153995473682773,0.6554417271543023
Uzbekistan,678008,-0.22958979538039515,423777,0.0619231601169976,0.0,0.17710139869461697,0.002999582336636671,-0.4566251385805455,-0.2836986580220116
Venezuela,412231,-0.22842414021619514,151542,0.16499332159743768,-0.046151328509043923,0.23996724171662834,0.001215020693321183,0.0,-0.04891356172793315
